BOLD:AAE6100;Plusiinae;Acronictinae;Noctuidae
BOLD:AAA2633;Noctuinae;Larentiinae;Noctuidae
BOLD:ACH2923;Bryophilinae;Noctuinae;Noctuidae
BOLD:AAD5088;Metoponiinae;Acontiinae;Noctuidae
BOLD:AAC6993;Acronictinae;Noctuinae;Noctuidae
BOLD:AEO0166;Cuculliinae;Oncocnemidinae;Noctuidae
BOLD:AAC2612;Noctuinae;Pantheinae;Noctuidae
BOLD:AAP2182;Eriopinae;Noctuinae;Noctuidae
BOLD:AAX0721;Cuculliinae;Oncocnemidinae;Noctuidae
BOLD:AAL6493;Noctuinae;Cuculliinae;Noctuidae
