BOLD:AAA7522;Larentiinae;Ennominae;Geometridae
BOLD:AAC5135;Larentiinae;Sterrhinae;Geometridae
BOLD:AAA4522;Geometrinae;Ennominae;Geometridae
BOLD:AAA8017;Larentiinae;Geometrinae;Geometridae
BOLD:AAB2099;Sterrhinae;Larentiinae;Geometridae
BOLD:AAD3948;Sterrhinae;Larentiinae;Geometridae
BOLD:AAI8372;Larentiinae;Ennominae;Geometridae
BOLD:AAF5112;Larentiinae;Geometrinae;Geometridae
